student_id,course_code,internal,external,total,grade
S2023IT038,CS302,25.0,34.0,59.0,B
S2023IT038,CS303,25.0,36.0,61.0,B+
S2023IT038,CS304,24.0,39.0,63.0,B+
S2023IT038,CS305,23.0,38.0,61.0,B+
S2023IT038,CS306,17.0,16.0,33.0,U
S2023IT038,CS307,24.0,41.0,65.0,B+
S2023IT038,CS308,31.0,39.0,70.0,B+
S2023IT039,CS301,26.0,42.0,68.0,B+
S2023IT039,CS302,22.0,36.0,58.0,B
S2023IT039,CS303,25.0,34.0,59.0,B
S2023IT039,CS304,23.0,35.0,58.0,B
S2023IT039,CS305,22.0,40.0,62.0,B+
S2023IT039,CS306,22.0,30.0,52.0,C
S2023IT039,CS307,22.0,33.0,55.0,C
S2023IT039,CS308,24.0,31.0,55.0,C
S2023IT040,CS301,18.0,17.0,35.0,U
S2023IT040,CS302,25.0,53.0,78.0,A
S2023IT040,CS303,28.0,45.0,73.0,A
S2023IT040,CS304,28.0,49.0,77.0,A
S2023IT040,CS305,33.0,48.0,81.0,A+
S2023IT040,CS306,30.0,35.0,65.0,B+
S2023IT040,CS307,30.0,47.0,77.0,A
S2023IT040,CS308,28.0,46.0,74.0,A
S2022IT001,CS301,20.0,18.0,38.0,U
S2022IT001,CS302,22.0,30.0,52.0,C
S2022IT001,CS303,22.0,30.0,52.0,C
S2022IT001,CS304,27.0,32.0,59.0,B
S2022IT001,CS305,22.0,32.0,54.0,C
S2022IT001,CS306,30.0,35.0,65.0,B+
S2022IT001,CS307,22.0,30.0,52.0,C
S2022IT001,CS308,26.0,37.0,63.0,B+
S2022IT002,CS301,33.0,47.0,80.0,A
S2022IT002,CS302,28.0,39.0,67.0,B+
S2022IT002,CS303,27.0,48.0,75.0,A
S2022IT002,CS304,23.0,42.0,65.0,B+
S2022IT002,CS305,25.0,36.0,61.0,B+
S2022IT002,CS306,30.0,40.0,70.0,B+
S2022IT002,CS307,28.0,35.0,63.0,B+
S2022IT002,CS308,28.0,33.0,61.0,B+
S2022IT003,CS301,31.0,36.0,67.0,B+
S2022IT003,CS302,28.0,37.0,65.0,B+
S2022IT003,CS303,33.0,45.0,78.0,A
S2022IT003,CS304,26.0,31.0,57.0,B
S2022IT003,CS305,22.0,37.0,59.0,B
S2022IT003,CS306,25.0,43.0,68.0,B+
S2022IT003,CS307,30.0,38.0,68.0,B+
S2022IT003,CS308,14.0,27.0,41.0,U
S2022IT004,CS301,38.0,50.0,88.0,A+
S2022IT004,CS302,23.0,32.0,55.0,C
S2022IT004,CS303,32.0,35.0,67.0,B+
S2022IT004,CS304,27.0,55.0,82.0,A+
S2022IT004,CS305,29.0,48.0,77.0,A
S2022IT004,CS306,32.0,46.0,78.0,A
S2022IT004,CS307,30.0,42.0,72.0,A
S2022IT004,CS308,35.0,47.0,82.0,A+
S2022IT005,CS301,25.0,38.0,63.0,B+
S2022IT005,CS302,35.0,47.0,82.0,A+
S2022IT005,CS303,23.0,37.0,60.0,B
S2022IT005,CS304,28.0,46.0,74.0,A
S2022IT005,CS305,23.0,39.0,62.0,B+
S2022IT005,CS306,18.0,24.0,42.0,U
S2022IT005,CS307,29.0,48.0,77.0,A
S2022IT005,CS308,35.0,44.0,79.0,A
S2022IT006,CS301,23.0,41.0,64.0,B+
S2022IT006,CS302,19.0,13.0,32.0,U
S2022IT006,CS303,27.0,38.0,65.0,B+
S2022IT006,CS304,24.0,46.0,70.0,B+
S2022IT006,CS305,29.0,47.0,76.0,A
S2022IT006,CS306,29.0,44.0,73.0,A
S2022IT006,CS307,29.0,50.0,79.0,A
S2022IT006,CS308,32.0,49.0,81.0,A+
S2022IT007,CS301,25.0,42.0,67.0,B+
S2022IT007,CS302,26.0,40.0,66.0,B+
S2022IT007,CS303,28.0,42.0,70.0,B+
S2022IT007,CS304,29.0,39.0,68.0,B+
S2022IT007,CS305,29.0,41.0,70.0,B+
S2022IT007,CS306,23.0,15.0,38.0,U
S2022IT007,CS307,22.0,35.0,57.0,B
S2022IT007,CS308,22.0,34.0,56.0,B
S2022IT008,CS301,34.0,51.0,85.0,A+
S2022IT008,CS302,27.0,54.0,81.0,A+
S2022IT008,CS303,30.0,55.0,85.0,A+
S2022IT008,CS304,33.0,53.0,86.0,A+
S2022IT008,CS305,37.0,51.0,88.0,A+
S2022IT008,CS306,36.0,44.0,80.0,A
S2022IT008,CS307,34.0,49.0,83.0,A+
S2022IT008,CS308,33.0,47.0,80.0,A
S2022IT009,CS301,26.0,37.0,63.0,B+
S2022IT009,CS302,28.0,40.0,68.0,B+
S2022IT009,CS303,19.0,15.0,34.0,U
S2022IT009,CS304,33.0,39.0,72.0,A
S2022IT009,CS305,29.0,40.0,69.0,B+
S2022IT009,CS306,22.0,45.0,67.0,B+
S2022IT009,CS307,35.0,46.0,81.0,A+
S2022IT009,CS308,31.0,38.0,69.0,B+
S2022IT010,CS301,28.0,44.0,72.0,A
S2022IT010,CS302,34.0,50.0,84.0,A+
S2022IT010,CS303,33.0,45.0,78.0,A
S2022IT010,CS304,34.0,46.0,80.0,A
S2022IT010,CS305,33.0,53.0,86.0,A+
S2022IT010,CS306,26.0,49.0,75.0,A
S2022IT010,CS307,32.0,45.0,77.0,A
S2022IT010,CS308,25.0,45.0,70.0,B+
S2022IT011,CS301,22.0,46.0,68.0,B+
S2022IT011,CS302,30.0,46.0,76.0,A
S2022IT011,CS303,36.0,53.0,89.0,A+
S2022IT011,CS304,33.0,46.0,79.0,A
S2022IT011,CS305,31.0,50.0,81.0,A+
S2022IT011,CS306,25.0,41.0,66.0,B+
S2022IT011,CS307,30.0,41.0,71.0,A
S2022IT011,CS308,31.0,45.0,76.0,A
S2022IT012,CS301,25.0,52.0,77.0,A
S2022IT012,CS302,29.0,47.0,76.0,A
S2022IT012,CS303,31.0,41.0,72.0,A
S2022IT012,CS304,32.0,43.0,75.0,A
S2022IT012,CS305,29.0,45.0,74.0,A
S2022IT012,CS306,16.0,20.0,36.0,U
S2022IT012,CS307,24.0,18.0,42.0,U
S2022IT012,CS308,30.0,55.0,85.0,A+
S2022IT013,CS301,33.0,41.0,74.0,A
S2022IT013,CS302,27.0,36.0,63.0,B+
S2022IT013,CS303,29.0,40.0,69.0,B+
S2022IT013,CS304,29.0,44.0,73.0,A
S2022IT013,CS305,24.0,36.0,60.0,B
S2022IT013,CS306,28.0,44.0,72.0,A
S2022IT013,CS307,31.0,42.0,73.0,A
S2022IT013,CS308,32.0,50.0,82.0,A+
S2022IT014,CS301,35.0,54.0,89.0,A+
S2022IT014,CS302,31.0,44.0,75.0,A
S2022IT014,CS303,31.0,48.0,79.0,A
S2022IT014,CS304,32.0,50.0,82.0,A+
S2022IT014,CS305,33.0,42.0,75.0,A
S2022IT014,CS306,28.0,53.0,81.0,A+
S2022IT014,CS307,34.0,57.0,91.0,O
S2022IT014,CS308,32.0,44.0,76.0,A
S2022IT015,CS301,22.0,40.0,62.0,B+
S2022IT015,CS302,30.0,44.0,74.0,A
S2022IT015,CS303,22.0,37.0,59.0,B
S2022IT015,CS304,23.0,46.0,69.0,B+
S2022IT015,CS305,30.0,39.0,69.0,B+
S2022IT015,CS306,30.0,43.0,73.0,A
S2022IT015,CS307,30.0,46.0,76.0,A
S2022IT015,CS308,29.0,34.0,63.0,B+
S2022IT016,CS301,30.0,43.0,73.0,A
S2022IT016,CS302,25.0,46.0,71.0,A
S2022IT016,CS303,26.0,47.0,73.0,A
S2022IT016,CS304,32.0,46.0,78.0,A
S2022IT016,CS305,34.0,49.0,83.0,A+
S2022IT016,CS306,25.0,40.0,65.0,B+
S2022IT016,CS307,23.0,36.0,59.0,B
S2022IT016,CS308,34.0,47.0,81.0,A+
S2022IT017,CS301,32.0,41.0,73.0,A
S2022IT017,CS302,27.0,35.0,62.0,B+
S2022IT017,CS303,21.0,17.0,38.0,U
S2022IT017,CS304,30.0,44.0,74.0,A
S2022IT017,CS305,29.0,38.0,67.0,B+
S2022IT017,CS306,17.0,29.0,46.0,U
S2022IT017,CS307,22.0,36.0,58.0,B
S2022IT017,CS308,22.0,39.0,61.0,B+
S2022IT018,CS301,19.0,15.0,34.0,U
S2022IT018,CS302,25.0,37.0,62.0,B+
S2022IT018,CS303,20.0,27.0,47.0,U
S2022IT018,CS304,22.0,41.0,63.0,B+
S2022IT018,CS305,29.0,45.0,74.0,A
S2022IT018,CS306,32.0,41.0,73.0,A
S2022IT018,CS307,27.0,40.0,67.0,B+
S2022IT018,CS308,31.0,43.0,74.0,A
S2022IT019,CS301,22.0,24.0,46.0,U
S2022IT019,CS302,30.0,36.0,66.0,B+
S2022IT019,CS303,26.0,42.0,68.0,B+
S2022IT019,CS304,27.0,42.0,69.0,B+
S2022IT019,CS305,26.0,41.0,67.0,B+
S2022IT019,CS306,33.0,55.0,88.0,A+
S2022IT019,CS307,31.0,45.0,76.0,A
S2022IT019,CS308,37.0,52.0,89.0,A+
S2022IT020,CS301,29.0,45.0,74.0,A
S2022IT020,CS302,33.0,47.0,80.0,A
S2022IT020,CS303,29.0,49.0,78.0,A
S2022IT020,CS304,22.0,45.0,67.0,B+
S2022IT020,CS305,30.0,48.0,78.0,A
S2022IT020,CS306,38.0,43.0,81.0,A+
S2022IT020,CS307,28.0,40.0,68.0,B+
S2022IT020,CS308,28.0,36.0,64.0,B+
S2023AD001,CS301,38.0,52.0,90.0,A+
S2023AD001,CS302,34.0,48.0,82.0,A+
S2023AD001,CS303,31.0,49.0,80.0,A
S2023AD001,CS304,33.0,38.0,71.0,A
S2023AD001,CS305,27.0,48.0,75.0,A
S2023AD001,CS306,30.0,40.0,70.0,B+
S2023AD001,CS307,30.0,49.0,79.0,A
S2023AD001,CS308,35.0,47.0,82.0,A+
S2023AD002,CS301,28.0,49.0,77.0,A
S2023AD002,CS302,26.0,39.0,65.0,B+
S2023AD002,CS303,30.0,38.0,68.0,B+
S2023AD002,CS304,31.0,44.0,75.0,A
S2023AD002,CS305,35.0,51.0,86.0,A+
S2023AD002,CS306,26.0,45.0,71.0,A
S2023AD002,CS307,31.0,48.0,79.0,A
S2023AD002,CS308,27.0,45.0,72.0,A
S2023AD003,CS301,31.0,47.0,78.0,A
S2023AD003,CS302,28.0,49.0,77.0,A
S2023AD003,CS303,37.0,43.0,80.0,A
S2023AD003,CS304,31.0,48.0,79.0,A
S2023AD003,CS305,31.0,45.0,76.0,A
S2023AD003,CS306,35.0,52.0,87.0,A+
S2023AD003,CS307,37.0,52.0,89.0,A+
S2023AD003,CS308,35.0,52.0,87.0,A+
S2023AD004,CS301,30.0,35.0,65.0,B+
S2023AD004,CS302,24.0,37.0,61.0,B+
S2023AD004,CS303,24.0,38.0,62.0,B+
S2023AD004,CS304,26.0,43.0,69.0,B+
S2023AD004,CS305,29.0,34.0,63.0,B+
S2023AD004,CS306,27.0,42.0,69.0,B+
S2023AD004,CS307,26.0,42.0,68.0,B+
S2023AD004,CS308,25.0,37.0,62.0,B+
S2023AD005,CS301,30.0,49.0,79.0,A
S2023AD005,CS302,26.0,44.0,70.0,B+
S2023AD005,CS303,26.0,33.0,59.0,B
S2023AD005,CS304,22.0,32.0,54.0,C
S2023AD005,CS305,21.0,29.0,50.0,U
S2023AD005,CS306,22.0,33.0,55.0,C
S2023AD005,CS307,26.0,41.0,67.0,B+
S2023AD005,CS308,28.0,38.0,66.0,B+
S2023AD006,CS301,24.0,33.0,57.0,B
S2023AD006,CS302,22.0,32.0,54.0,C
S2023AD006,CS303,25.0,40.0,65.0,B+
S2023AD006,CS304,30.0,45.0,75.0,A
S2023AD006,CS305,22.0,34.0,56.0,B
S2023AD006,CS306,33.0,42.0,75.0,A
S2023AD006,CS307,22.0,33.0,55.0,C
S2023AD006,CS308,27.0,36.0,63.0,B+
S2023AD007,CS301,33.0,45.0,78.0,A
S2023AD007,CS302,26.0,36.0,62.0,B+
S2023AD007,CS303,25.0,32.0,57.0,B
S2023AD007,CS304,22.0,39.0,61.0,B+
S2023AD007,CS305,35.0,40.0,75.0,A
S2023AD007,CS306,24.0,38.0,62.0,B+
S2023AD007,CS307,22.0,32.0,54.0,C
S2023AD007,CS308,29.0,43.0,72.0,A
S2023AD008,CS301,23.0,40.0,63.0,B+
S2023AD008,CS302,22.0,30.0,52.0,C
S2023AD008,CS303,22.0,34.0,56.0,B
S2023AD008,CS304,25.0,30.0,55.0,C
S2023AD008,CS305,29.0,43.0,72.0,A
S2023AD008,CS306,29.0,37.0,66.0,B+
S2023AD008,CS307,23.0,36.0,59.0,B
S2023AD008,CS308,26.0,39.0,65.0,B+
S2023AD009,CS301,29.0,36.0,65.0,B+
S2023AD009,CS302,25.0,36.0,61.0,B+
S2023AD009,CS303,22.0,38.0,60.0,B
S2023AD009,CS304,23.0,34.0,57.0,B
S2023AD009,CS305,23.0,30.0,53.0,C
S2023AD009,CS306,29.0,34.0,63.0,B+
S2023AD009,CS307,29.0,42.0,71.0,A
S2023AD009,CS308,25.0,34.0,59.0,B
S2023AD010,CS301,23.0,34.0,57.0,B
S2023AD010,CS302,22.0,30.0,52.0,C
S2023AD010,CS303,22.0,39.0,61.0,B+
S2023AD010,CS304,22.0,30.0,52.0,C
S2023AD010,CS305,22.0,41.0,63.0,B+
S2023AD010,CS306,24.0,38.0,62.0,B+
S2023AD010,CS307,33.0,44.0,77.0,A
S2023AD010,CS308,25.0,36.0,61.0,B+
S2023AD011,CS301,22.0,38.0,60.0,B
S2023AD011,CS302,22.0,40.0,62.0,B+
S2023AD011,CS303,29.0,30.0,59.0,B
S2023AD011,CS304,24.0,39.0,63.0,B+
S2023AD011,CS305,24.0,30.0,54.0,C
S2023AD011,CS306,22.0,36.0,58.0,B
S2023AD011,CS307,22.0,30.0,52.0,C
S2023AD011,CS308,22.0,43.0,65.0,B+
S2023AD012,CS301,22.0,37.0,59.0,B
S2023AD012,CS302,30.0,35.0,65.0,B+
S2023AD012,CS303,25.0,35.0,60.0,B
S2023AD012,CS304,22.0,31.0,53.0,C
S2023AD012,CS305,29.0,44.0,73.0,A
S2023AD012,CS306,26.0,30.0,56.0,B
S2023AD012,CS307,23.0,36.0,59.0,B
S2023AD012,CS308,31.0,39.0,70.0,B+
S2023AD013,CS301,23.0,45.0,68.0,B+
S2023AD013,CS302,29.0,39.0,68.0,B+
S2023AD013,CS303,28.0,35.0,63.0,B+
S2023AD013,CS304,23.0,35.0,58.0,B
S2023AD013,CS305,29.0,41.0,70.0,B+
S2023AD013,CS306,24.0,40.0,64.0,B+
S2023AD013,CS307,28.0,42.0,70.0,B+
S2023AD013,CS308,22.0,30.0,52.0,C
S2023AD014,CS301,30.0,48.0,78.0,A
S2023AD014,CS302,28.0,48.0,76.0,A
S2023AD014,CS303,24.0,39.0,63.0,B+
S2023AD014,CS304,27.0,44.0,71.0,A
S2023AD014,CS305,32.0,48.0,80.0,A
S2023AD014,CS306,33.0,44.0,77.0,A
S2023AD014,CS307,30.0,49.0,79.0,A
S2023AD014,CS308,35.0,44.0,79.0,A
S2023AD015,CS301,38.0,52.0,90.0,A+
S2023AD015,CS302,36.0,58.0,94.0,O
S2023AD015,CS303,30.0,44.0,74.0,A
S2023AD015,CS304,38.0,54.0,92.0,O
S2023AD015,CS305,36.0,50.0,86.0,A+
S2023AD015,CS306,39.0,57.0,96.0,O
S2023AD015,CS307,40.0,57.0,97.0,O
S2023AD015,CS308,34.0,56.0,90.0,A+
S2023AD016,CS301,28.0,44.0,72.0,A
S2023AD016,CS302,25.0,39.0,64.0,B+
S2023AD016,CS303,26.0,37.0,63.0,B+
S2023AD016,CS304,28.0,44.0,72.0,A
S2023AD016,CS305,22.0,33.0,55.0,C
S2023AD016,CS306,30.0,43.0,73.0,A
S2023AD016,CS307,23.0,42.0,65.0,B+
S2023AD016,CS308,25.0,51.0,76.0,A
S2023AD017,CS301,27.0,40.0,67.0,B+
S2023AD017,CS302,26.0,31.0,57.0,B
S2023AD017,CS303,26.0,37.0,63.0,B+
S2023AD017,CS304,25.0,33.0,58.0,B
S2023AD017,CS305,24.0,32.0,56.0,B
S2023AD017,CS306,22.0,39.0,61.0,B+
S2023AD017,CS307,24.0,35.0,59.0,B
S2023AD017,CS308,22.0,30.0,52.0,C
S2023AD018,CS301,35.0,50.0,85.0,A+
S2023AD018,CS302,29.0,49.0,78.0,A
S2023AD018,CS303,37.0,46.0,83.0,A+
S2023AD018,CS304,35.0,48.0,83.0,A+
S2023AD018,CS305,33.0,42.0,75.0,A
S2023AD018,CS306,28.0,46.0,74.0,A
S2023AD018,CS307,35.0,51.0,86.0,A+
S2023AD018,CS308,31.0,51.0,82.0,A+
S2023AD019,CS301,25.0,46.0,71.0,A
S2023AD019,CS302,22.0,30.0,52.0,C
S2023AD019,CS303,24.0,32.0,56.0,B
S2023AD019,CS304,25.0,38.0,63.0,B+
S2023AD019,CS305,22.0,30.0,52.0,C
S2023AD019,CS306,25.0,30.0,55.0,C
S2023AD019,CS307,22.0,36.0,58.0,B
S2023AD019,CS308,22.0,30.0,52.0,C
S2023AD020,CS301,27.0,39.0,66.0,B+
S2023AD020,CS302,22.0,36.0,58.0,B
S2023AD020,CS303,24.0,38.0,62.0,B+
S2023AD020,CS304,22.0,35.0,57.0,B
S2023AD020,CS305,26.0,39.0,65.0,B+
S2023AD020,CS306,23.0,33.0,56.0,B
S2023AD020,CS307,23.0,35.0,58.0,B
S2023AD020,CS308,22.0,31.0,53.0,C
S2023AD021,CS301,38.0,53.0,91.0,O
S2023AD021,CS302,33.0,53.0,86.0,A+
S2023AD021,CS303,34.0,50.0,84.0,A+
S2023AD021,CS304,38.0,44.0,82.0,A+
S2023AD021,CS305,31.0,47.0,78.0,A
S2023AD021,CS306,33.0,43.0,76.0,A
S2023AD021,CS307,28.0,49.0,77.0,A
S2023AD021,CS308,40.0,45.0,85.0,A+
S2023AD022,CS301,33.0,42.0,75.0,A
S2023AD022,CS302,32.0,43.0,75.0,A
S2023AD022,CS303,32.0,37.0,69.0,B+
S2023AD022,CS304,32.0,45.0,77.0,A
S2023AD022,CS305,36.0,46.0,82.0,A+
S2023AD022,CS306,28.0,43.0,71.0,A
S2023AD022,CS307,32.0,52.0,84.0,A+
S2023AD022,CS308,25.0,41.0,66.0,B+
S2023AD023,CS301,32.0,45.0,77.0,A
S2023AD023,CS302,31.0,42.0,73.0,A
S2023AD023,CS303,29.0,37.0,66.0,B+
S2023AD023,CS304,33.0,45.0,78.0,A
S2023AD023,CS305,22.0,40.0,62.0,B+
S2023AD023,CS306,33.0,42.0,75.0,A
S2023AD023,CS307,22.0,40.0,62.0,B+
S2023AD023,CS308,23.0,35.0,58.0,B
S2023AD024,CS301,32.0,56.0,88.0,A+
S2023AD024,CS302,38.0,58.0,96.0,O
S2023AD024,CS303,32.0,52.0,84.0,A+
S2023AD024,CS304,36.0,43.0,79.0,A
S2023AD024,CS305,33.0,44.0,77.0,A
S2023AD024,CS306,36.0,52.0,88.0,A+
S2023AD024,CS307,40.0,54.0,94.0,O
S2023AD024,CS308,24.0,19.0,43.0,U
S2023AD025,CS301,34.0,51.0,85.0,A+
S2023AD025,CS302,33.0,49.0,82.0,A+
S2023AD025,CS303,31.0,45.0,76.0,A
S2023AD025,CS304,36.0,52.0,88.0,A+
S2023AD025,CS305,28.0,52.0,80.0,A
S2023AD025,CS306,32.0,39.0,71.0,A
S2023AD025,CS307,35.0,40.0,75.0,A
S2023AD025,CS308,25.0,45.0,70.0,B+
S2023AD026,CS301,14.0,26.0,40.0,U
S2023AD026,CS302,29.0,40.0,69.0,B+
S2023AD026,CS303,34.0,40.0,74.0,A
S2023AD026,CS304,33.0,45.0,78.0,A
S2023AD026,CS305,33.0,43.0,76.0,A
S2023AD026,CS306,25.0,44.0,69.0,B+
S2023AD026,CS307,31.0,53.0,84.0,A+
S2023AD026,CS308,34.0,41.0,75.0,A
S2023AD027,CS301,36.0,51.0,87.0,A+
S2023AD027,CS302,35.0,51.0,86.0,A+
S2023AD027,CS303,28.0,54.0,82.0,A+
S2023AD027,CS304,32.0,48.0,80.0,A
S2023AD027,CS305,29.0,50.0,79.0,A
S2023AD027,CS306,32.0,43.0,75.0,A
S2023AD027,CS307,33.0,47.0,80.0,A
S2023AD027,CS308,31.0,54.0,85.0,A+
S2023AD028,CS301,24.0,30.0,54.0,C
S2023AD028,CS302,28.0,35.0,63.0,B+
S2023AD028,CS303,22.0,30.0,52.0,C
S2023AD028,CS304,22.0,45.0,67.0,B+
S2023AD028,CS305,26.0,30.0,56.0,B
S2023AD028,CS306,23.0,35.0,58.0,B
S2023AD028,CS307,29.0,32.0,61.0,B+
S2023AD028,CS308,22.0,39.0,61.0,B+
S2023AD029,CS301,25.0,34.0,59.0,B
S2023AD029,CS302,28.0,31.0,59.0,B
S2023AD029,CS303,30.0,30.0,60.0,B
S2023AD029,CS304,25.0,34.0,59.0,B
S2023AD029,CS305,26.0,35.0,61.0,B+
S2023AD029,CS306,24.0,30.0,54.0,C
S2023AD029,CS307,27.0,35.0,62.0,B+
S2023AD029,CS308,22.0,33.0,55.0,C
S2023AD030,CS301,26.0,37.0,63.0,B+
S2023AD030,CS302,25.0,46.0,71.0,A
S2023AD030,CS303,22.0,30.0,52.0,C
S2023AD030,CS304,22.0,41.0,63.0,B+
S2023AD030,CS305,23.0,30.0,53.0,C
S2023AD030,CS306,26.0,36.0,62.0,B+
S2023AD030,CS307,26.0,37.0,63.0,B+
S2023AD030,CS308,30.0,46.0,76.0,A
S2023AD031,CS301,33.0,44.0,77.0,A
S2023AD031,CS302,39.0,40.0,79.0,A
S2023AD031,CS303,30.0,54.0,84.0,A+
S2023AD031,CS304,24.0,34.0,58.0,B
S2023AD031,CS305,31.0,40.0,71.0,A
S2023AD031,CS306,28.0,34.0,62.0,B+
S2023AD031,CS307,33.0,45.0,78.0,A
S2023AD031,CS308,33.0,50.0,83.0,A+
S2023AD032,CS301,25.0,40.0,65.0,B+
S2023AD032,CS302,25.0,34.0,59.0,B
S2023AD032,CS303,27.0,44.0,71.0,A
S2023AD032,CS304,27.0,45.0,72.0,A
S2023AD032,CS305,28.0,35.0,63.0,B+
S2023AD032,CS306,27.0,40.0,67.0,B+
S2023AD032,CS307,27.0,45.0,72.0,A
S2023AD032,CS308,22.0,40.0,62.0,B+
S2023AD033,CS301,29.0,41.0,70.0,B+
S2023AD033,CS302,23.0,25.0,48.0,U
S2023AD033,CS303,29.0,32.0,61.0,B+
S2023AD033,CS304,25.0,38.0,63.0,B+
S2023AD033,CS305,23.0,46.0,69.0,B+
S2023AD033,CS306,23.0,40.0,63.0,B+
S2023AD033,CS307,28.0,30.0,58.0,B
S2023AD033,CS308,22.0,36.0,58.0,B
S2023AD034,CS301,31.0,39.0,70.0,B+
S2023AD034,CS302,29.0,43.0,72.0,A
S2023AD034,CS303,31.0,40.0,71.0,A
S2023AD034,CS304,27.0,39.0,66.0,B+
S2023AD034,CS305,24.0,42.0,66.0,B+
S2023AD034,CS306,26.0,48.0,74.0,A
S2023AD034,CS307,22.0,36.0,58.0,B
S2023AD034,CS308,22.0,33.0,55.0,C
S2023AD035,CS301,36.0,49.0,85.0,A+
S2023AD035,CS302,32.0,40.0,72.0,A
S2023AD035,CS303,31.0,41.0,72.0,A
S2023AD035,CS304,24.0,50.0,74.0,A
S2023AD035,CS305,30.0,52.0,82.0,A+
S2023AD035,CS306,30.0,40.0,70.0,B+
S2023AD035,CS307,29.0,47.0,76.0,A
S2023AD035,CS308,30.0,42.0,72.0,A
S2023AD036,CS301,31.0,48.0,79.0,A
S2023AD036,CS302,31.0,47.0,78.0,A
S2023AD036,CS303,31.0,47.0,78.0,A
S2023AD036,CS304,30.0,52.0,82.0,A+
S2023AD036,CS305,30.0,41.0,71.0,A
S2023AD036,CS306,37.0,45.0,82.0,A+
S2023AD036,CS307,32.0,39.0,71.0,A
S2023AD036,CS308,34.0,47.0,81.0,A+
S2023AD037,CS301,31.0,50.0,81.0,A+
S2023AD037,CS302,38.0,52.0,90.0,A+
S2023AD037,CS303,39.0,60.0,99.0,O
S2023AD037,CS304,38.0,60.0,98.0,O
S2023AD037,CS305,34.0,54.0,88.0,A+
S2023AD037,CS306,35.0,49.0,84.0,A+
S2023AD037,CS307,39.0,60.0,99.0,O
S2023AD037,CS308,40.0,57.0,97.0,O
S2023AD038,CS301,33.0,42.0,75.0,A
S2023AD038,CS302,26.0,38.0,64.0,B+
S2023AD038,CS303,28.0,44.0,72.0,A
S2023AD038,CS304,24.0,38.0,62.0,B+
S2023AD038,CS305,29.0,43.0,72.0,A
S2023AD038,CS306,22.0,32.0,54.0,C
S2023AD038,CS307,26.0,36.0,62.0,B+
S2023AD038,CS308,25.0,36.0,61.0,B+
S2023AD039,CS301,23.0,45.0,68.0,B+
S2023AD039,CS302,23.0,37.0,60.0,B
S2023AD039,CS303,22.0,42.0,64.0,B+
S2023AD039,CS304,27.0,36.0,63.0,B+
S2023AD039,CS305,39.0,45.0,84.0,A+
S2023AD039,CS306,22.0,30.0,52.0,C
S2023AD039,CS307,23.0,44.0,67.0,B+
S2023AD039,CS308,27.0,39.0,66.0,B+
S2023AD040,CS301,27.0,43.0,70.0,B+
S2023AD040,CS302,23.0,39.0,62.0,B+
S2023AD040,CS303,23.0,35.0,58.0,B
S2023AD040,CS304,29.0,45.0,74.0,A
S2023AD040,CS305,22.0,32.0,54.0,C
S2023AD040,CS306,32.0,45.0,77.0,A
S2023AD040,CS307,30.0,39.0,69.0,B+
S2023AD040,CS308,30.0,32.0,62.0,B+
