student_id,course_code,semester
S2023AD011,CS304,2025-26 ODD
S2023AD011,CS305,2025-26 EVEN
S2023AD011,CS306,2025-26 EVEN
S2023AD011,CS307,2025-26 EVEN
S2023AD011,CS308,2025-26 EVEN
S2023AD012,CS301,2025-26 ODD
S2023AD012,CS302,2025-26 ODD
S2023AD012,CS303,2025-26 ODD
S2023AD012,CS304,2025-26 ODD
S2023AD012,CS305,2025-26 EVEN
S2023AD012,CS306,2025-26 EVEN
S2023AD012,CS307,2025-26 EVEN
S2023AD012,CS308,2025-26 EVEN
S2023AD013,CS301,2025-26 ODD
S2023AD013,CS302,2025-26 ODD
S2023AD013,CS303,2025-26 ODD
S2023AD013,CS304,2025-26 ODD
S2023AD013,CS305,2025-26 EVEN
S2023AD013,CS306,2025-26 EVEN
S2023AD013,CS307,2025-26 EVEN
S2023AD013,CS308,2025-26 EVEN
S2023AD014,CS301,2025-26 ODD
S2023AD014,CS302,2025-26 ODD
S2023AD014,CS303,2025-26 ODD
S2023AD014,CS304,2025-26 ODD
S2023AD014,CS305,2025-26 EVEN
S2023AD014,CS306,2025-26 EVEN
S2023AD014,CS307,2025-26 EVEN
S2023AD014,CS308,2025-26 EVEN
S2023AD015,CS301,2025-26 ODD
S2023AD015,CS302,2025-26 ODD
S2023AD015,CS303,2025-26 ODD
S2023AD015,CS304,2025-26 ODD
S2023AD015,CS305,2025-26 EVEN
S2023AD015,CS306,2025-26 EVEN
S2023AD015,CS307,2025-26 EVEN
S2023AD015,CS308,2025-26 EVEN
S2023AD016,CS301,2025-26 ODD
S2023AD016,CS302,2025-26 ODD
S2023AD016,CS303,2025-26 ODD
S2023AD016,CS304,2025-26 ODD
S2023AD016,CS305,2025-26 EVEN
S2023AD016,CS306,2025-26 EVEN
S2023AD016,CS307,2025-26 EVEN
S2023AD016,CS308,2025-26 EVEN
S2023AD017,CS301,2025-26 ODD
S2023AD017,CS302,2025-26 ODD
S2023AD017,CS303,2025-26 ODD
S2023AD017,CS304,2025-26 ODD
S2023AD017,CS305,2025-26 EVEN
S2023AD017,CS306,2025-26 EVEN
S2023AD017,CS307,2025-26 EVEN
S2023AD017,CS308,2025-26 EVEN
S2023AD018,CS301,2025-26 ODD
S2023AD018,CS302,2025-26 ODD
S2023AD018,CS303,2025-26 ODD
S2023AD018,CS304,2025-26 ODD
S2023AD018,CS305,2025-26 EVEN
S2023AD018,CS306,2025-26 EVEN
S2023AD018,CS307,2025-26 EVEN
S2023AD018,CS308,2025-26 EVEN
S2023AD019,CS301,2025-26 ODD
S2023AD019,CS302,2025-26 ODD
S2023AD019,CS303,2025-26 ODD
S2023AD019,CS304,2025-26 ODD
S2023AD019,CS305,2025-26 EVEN
S2023AD019,CS306,2025-26 EVEN
S2023AD019,CS307,2025-26 EVEN
S2023AD019,CS308,2025-26 EVEN
S2023AD020,CS301,2025-26 ODD
S2023AD020,CS302,2025-26 ODD
S2023AD020,CS303,2025-26 ODD
S2023AD020,CS304,2025-26 ODD
S2023AD020,CS305,2025-26 EVEN
S2023AD020,CS306,2025-26 EVEN
S2023AD020,CS307,2025-26 EVEN
S2023AD020,CS308,2025-26 EVEN
S2023AD021,CS301,2025-26 ODD
S2023AD021,CS302,2025-26 ODD
S2023AD021,CS303,2025-26 ODD
S2023AD021,CS304,2025-26 ODD
S2023AD021,CS305,2025-26 EVEN
S2023AD021,CS306,2025-26 EVEN
S2023AD021,CS307,2025-26 EVEN
S2023AD021,CS308,2025-26 EVEN
S2023AD022,CS301,2025-26 ODD
S2023AD022,CS302,2025-26 ODD
S2023AD022,CS303,2025-26 ODD
S2023AD022,CS304,2025-26 ODD
S2023AD022,CS305,2025-26 EVEN
S2023AD022,CS306,2025-26 EVEN
S2023AD022,CS307,2025-26 EVEN
S2023AD022,CS308,2025-26 EVEN
S2023AD023,CS301,2025-26 ODD
S2023AD023,CS302,2025-26 ODD
S2023AD023,CS303,2025-26 ODD
S2023AD023,CS304,2025-26 ODD
S2023AD023,CS305,2025-26 EVEN
S2023AD023,CS306,2025-26 EVEN
S2023AD023,CS307,2025-26 EVEN
S2023AD023,CS308,2025-26 EVEN
S2023AD024,CS301,2025-26 ODD
S2023AD024,CS302,2025-26 ODD
S2023AD024,CS303,2025-26 ODD
S2023AD024,CS304,2025-26 ODD
S2023AD024,CS305,2025-26 EVEN
S2023AD024,CS306,2025-26 EVEN
S2023AD024,CS307,2025-26 EVEN
S2023AD024,CS308,2025-26 EVEN
S2023AD025,CS301,2025-26 ODD
S2023AD025,CS302,2025-26 ODD
S2023AD025,CS303,2025-26 ODD
S2023AD025,CS304,2025-26 ODD
S2023AD025,CS305,2025-26 EVEN
S2023AD025,CS306,2025-26 EVEN
S2023AD025,CS307,2025-26 EVEN
S2023AD025,CS308,2025-26 EVEN
S2023AD026,CS301,2025-26 ODD
S2023AD026,CS302,2025-26 ODD
S2023AD026,CS303,2025-26 ODD
S2023AD026,CS304,2025-26 ODD
S2023AD026,CS305,2025-26 EVEN
S2023AD026,CS306,2025-26 EVEN
S2023AD026,CS307,2025-26 EVEN
S2023AD026,CS308,2025-26 EVEN
S2023AD027,CS301,2025-26 ODD
S2023AD027,CS302,2025-26 ODD
S2023AD027,CS303,2025-26 ODD
S2023AD027,CS304,2025-26 ODD
S2023AD027,CS305,2025-26 EVEN
S2023AD027,CS306,2025-26 EVEN
S2023AD027,CS307,2025-26 EVEN
S2023AD027,CS308,2025-26 EVEN
S2023AD028,CS301,2025-26 ODD
S2023AD028,CS302,2025-26 ODD
S2023AD028,CS303,2025-26 ODD
S2023AD028,CS304,2025-26 ODD
S2023AD028,CS305,2025-26 EVEN
S2023AD028,CS306,2025-26 EVEN
S2023AD028,CS307,2025-26 EVEN
S2023AD028,CS308,2025-26 EVEN
S2023AD029,CS301,2025-26 ODD
S2023AD029,CS302,2025-26 ODD
S2023AD029,CS303,2025-26 ODD
S2023AD029,CS304,2025-26 ODD
S2023AD029,CS305,2025-26 EVEN
S2023AD029,CS306,2025-26 EVEN
S2023AD029,CS307,2025-26 EVEN
S2023AD029,CS308,2025-26 EVEN
S2023AD030,CS301,2025-26 ODD
S2023AD030,CS302,2025-26 ODD
S2023AD030,CS303,2025-26 ODD
S2023AD030,CS304,2025-26 ODD
S2023AD030,CS305,2025-26 EVEN
S2023AD030,CS306,2025-26 EVEN
S2023AD030,CS307,2025-26 EVEN
S2023AD030,CS308,2025-26 EVEN
S2023AD031,CS301,2025-26 ODD
S2023AD031,CS302,2025-26 ODD
S2023AD031,CS303,2025-26 ODD
S2023AD031,CS304,2025-26 ODD
S2023AD031,CS305,2025-26 EVEN
S2023AD031,CS306,2025-26 EVEN
S2023AD031,CS307,2025-26 EVEN
S2023AD031,CS308,2025-26 EVEN
S2023AD032,CS301,2025-26 ODD
S2023AD032,CS302,2025-26 ODD
S2023AD032,CS303,2025-26 ODD
S2023AD032,CS304,2025-26 ODD
S2023AD032,CS305,2025-26 EVEN
S2023AD032,CS306,2025-26 EVEN
S2023AD032,CS307,2025-26 EVEN
S2023AD032,CS308,2025-26 EVEN
S2023AD033,CS301,2025-26 ODD
S2023AD033,CS302,2025-26 ODD
S2023AD033,CS303,2025-26 ODD
S2023AD033,CS304,2025-26 ODD
S2023AD033,CS305,2025-26 EVEN
S2023AD033,CS306,2025-26 EVEN
S2023AD033,CS307,2025-26 EVEN
S2023AD033,CS308,2025-26 EVEN
S2023AD034,CS301,2025-26 ODD
S2023AD034,CS302,2025-26 ODD
S2023AD034,CS303,2025-26 ODD
S2023AD034,CS304,2025-26 ODD
S2023AD034,CS305,2025-26 EVEN
S2023AD034,CS306,2025-26 EVEN
S2023AD034,CS307,2025-26 EVEN
S2023AD034,CS308,2025-26 EVEN
S2023AD035,CS301,2025-26 ODD
S2023AD035,CS302,2025-26 ODD
S2023AD035,CS303,2025-26 ODD
S2023AD035,CS304,2025-26 ODD
S2023AD035,CS305,2025-26 EVEN
S2023AD035,CS306,2025-26 EVEN
S2023AD035,CS307,2025-26 EVEN
S2023AD035,CS308,2025-26 EVEN
S2023AD036,CS301,2025-26 ODD
S2023AD036,CS302,2025-26 ODD
S2023AD036,CS303,2025-26 ODD
S2023AD036,CS304,2025-26 ODD
S2023AD036,CS305,2025-26 EVEN
S2023AD036,CS306,2025-26 EVEN
S2023AD036,CS307,2025-26 EVEN
S2023AD036,CS308,2025-26 EVEN
S2023AD037,CS301,2025-26 ODD
S2023AD037,CS302,2025-26 ODD
S2023AD037,CS303,2025-26 ODD
S2023AD037,CS304,2025-26 ODD
S2023AD037,CS305,2025-26 EVEN
S2023AD037,CS306,2025-26 EVEN
S2023AD037,CS307,2025-26 EVEN
S2023AD037,CS308,2025-26 EVEN
S2023AD038,CS301,2025-26 ODD
S2023AD038,CS302,2025-26 ODD
S2023AD038,CS303,2025-26 ODD
S2023AD038,CS304,2025-26 ODD
S2023AD038,CS305,2025-26 EVEN
S2023AD038,CS306,2025-26 EVEN
S2023AD038,CS307,2025-26 EVEN
S2023AD038,CS308,2025-26 EVEN
S2023AD039,CS301,2025-26 ODD
S2023AD039,CS302,2025-26 ODD
S2023AD039,CS303,2025-26 ODD
S2023AD039,CS304,2025-26 ODD
S2023AD039,CS305,2025-26 EVEN
S2023AD039,CS306,2025-26 EVEN
S2023AD039,CS307,2025-26 EVEN
S2023AD039,CS308,2025-26 EVEN
S2023AD040,CS301,2025-26 ODD
S2023AD040,CS302,2025-26 ODD
S2023AD040,CS303,2025-26 ODD
S2023AD040,CS304,2025-26 ODD
S2023AD040,CS305,2025-26 EVEN
S2023AD040,CS306,2025-26 EVEN
S2023AD040,CS307,2025-26 EVEN
S2023AD040,CS308,2025-26 EVEN
